lat,lng,label
1.0395242636084938,-59.425048828125,Forest
1.1521135135861749,-59.48272705078125,Forest
1.1589785722368195,-59.698333740234375,Forest
1.1589785722368195,-59.853515625,Forest
1.17957364794926,-59.786224365234375,Forest
1.1438754213781501,-59.786224365234375,Forest
1.1205340322500674,-59.761505126953125,Forest
1.1658436142465605,-59.732666015625,Forest
1.1301452152248344,-59.723052978515625,Forest
1.1630975994458819,-59.58984375,Forest
1.131518238774052,-59.670867919921875,Forest
1.1672166206429324,-59.40032958984375,Forest
0.9914666286542758,-59.385223388671875,Forest
1.001078212534818,-59.4415283203125,Forest
0.7951099765582345,-59.2437744140625,Forest
0.6701507351859315,-59.267120361328125,Forest
0.6234618171050521,-59.385223388671875,Forest
0.60972970219599,-59.53765869140625,Forest
0.608356488765673,-59.5953369140625,Forest
0.7264514828762826,-59.940032958984375,Forest
0.7264514828762826,-60.063629150390625,Forest
0.6550455441838959,-59.997711181640625,Forest
0.6124761280050813,-60.02105712890625,Forest
0.703107352436491,-59.992218017578125,Forest
0.6948682195077698,-60.044403076171875,Forest
0.615222552406841,-59.975738525390625,Forest
0.7017341646201478,-59.959259033203125,Forest
0.7772588740597327,-59.9249267578125,Forest
1.18094664760652,-59.931793212890625,Forest
1.123280087758233,-59.882354736328125,Forest
1.0848350786805034,-59.371490478515625,Forest
1.1534865266428573,-59.337158203125,Forest
1.0848350786805034,-59.313812255859375,Forest
1.0752237494085795,-59.24102783203125,Forest
1.1644706071806057,-59.275360107421875,Forest
0.8912299274053905,-59.220428466796875,Forest
0.7497954927187406,-59.203948974609375,Forest
0.6289546530848548,-59.209442138671875,Forest
0.6193421863569359,-59.27947998046875,Forest
0.6124761280050813,-59.459381103515625,Forest
0.9698404633107457,-59.3235969543457,Water
0.9706986471284692,-59.31570053100586,Water
0.9796237458862422,-59.323081970214844,Water
0.9626317106698682,-59.325313568115234,Water
0.954564755127074,-59.32411193847656,Water
0.9579975044889323,-59.3181037902832,Water
0.9501021758355033,-59.32634353637695,Water
0.9427217436012177,-59.32462692260742,Water
0.9370576803401589,-59.32514190673828,Water
0.9375725955613423,-59.32840347290039,Water
0.9303637755921552,-59.32548522949219,Water
0.9255578874228536,-59.32891845703125,Water
0.9119983822333051,-59.316558837890625,Water
0.90564771029265,-59.31449890136719,Water
0.8996403076737269,-59.30814743041992,Water
0.914572975778229,-59.31123733520508,Water
0.934311464549874,-59.310035705566406,Water
0.9391173407703659,-59.31570053100586,Water
0.9528483791603419,-59.31295394897461,Water
0.9516469154747268,-59.31741714477539,Water
0.8910582867911687,-59.29441452026367,Water
0.9303637755921552,-59.317073822021484,Water
0.9286473877099839,-59.322052001953125,Water
0.9478708840264636,-59.32016372680664,Water
0.9475276082358396,-59.31089401245117,Water
0.9631466220795385,-59.31089401245117,Water
0.884535937538861,-59.29389953613281,Water
0.9255578874228536,-59.312095642089844,Water
0.9622884363535584,-59.303340911865234,Water
0.9715568307283884,-59.300079345703125,Water
0.9605720642540756,-59.29939270019531,Water
0.9561094927647108,-59.30643081665039,Water
0.9765342913032247,-59.31913375854492,Water
0.967437547464128,-59.3177604675293,Water
0.9246996924206332,-59.318275451660156,Water
0.9384307874283501,-59.3206787109375,Water
0.9454679527782516,-59.31913375854492,Water
0.9471843324112218,-59.315185546875,Water
0.9262444432751287,-59.32136535644531,Water
0.9221251061698787,-59.31587219238281,Water
0.9090805073229826,-59.311065673828125,Water
0.9066775497436963,-59.30952072143555,Water
0.9322518012980824,-59.3126106262207,Water
0.9406620852966898,-59.31140899658203,Water
0.9210952711479076,-59.482383728027344,Deforestation
0.9207519927410992,-59.474143981933594,Deforestation
0.9083939481776121,-59.473114013671875,Deforestation
0.8974089841783223,-59.476890563964844,Deforestation
0.9351696572152264,-59.499549865722656,Deforestation
0.8579315003763222,-59.53422546386719,Deforestation
0.8496926691506925,-59.530792236328125,Deforestation
0.8599912054173963,-59.52873229980469,Deforestation
0.7985428720893659,-59.559288024902344,Deforestation
0.8496926691506925,-59.573020935058594,Deforestation
0.8297820881487573,-59.59430694580078,Deforestation
0.9389457024475046,-59.57508087158203,Deforestation
0.9382591490717876,-59.579200744628906,Deforestation
0.9684673687498815,-59.615936279296875,Deforestation
0.968124095022725,-59.628639221191406,Deforestation
0.9629749849516244,-59.626922607421875,Deforestation
0.7882441769447703,-59.614219665527344,Deforestation
0.7889307574171085,-59.60838317871094,Deforestation
0.7813783660118266,-59.60975646972656,Deforestation
0.7532284249372649,-59.625205993652344,Deforestation
0.7762290004430153,-59.559288024902344,Deforestation
0.7381235031143377,-59.468994140625,Deforestation
0.7978562932121014,-59.380760192871094,Deforestation
0.7899606279131801,-59.38282012939453,Deforestation
0.82497607073296,-59.419898986816406,Deforestation
0.850722524018269,-59.43534851074219,Deforestation
0.842483677409276,-59.432945251464844,Deforestation
0.8912299274053905,-59.70863342285156,Deforestation
0.883677732834651,-59.71687316894531,Deforestation
0.9324234399484517,-59.74296569824219,Deforestation
0.902901470326918,-59.76631164550781,Deforestation
0.7971697142202478,-59.74021911621094,Deforestation
1.0244205126966455,-59.64752197265625,Deforestation
1.0429569242325456,-59.82673645019531,Deforestation
0.9598855151728071,-59.871368408203125,Deforestation
0.8301253748840135,-59.846649169921875,Deforestation
0.9413486382000691,-60.091094970703125,Deforestation
0.9646913558416186,-60.08766174316406,Deforestation
1.0422703924068677,-60.019683837890625,Deforestation
