lat,lng,label
18.86893027913449,93.49742889404297,Cleared land
18.876727047106883,93.51905822753906,Cleared land
18.876727047106883,93.53382110595703,Cleared land
18.896867018385485,93.61003875732422,Cleared land
18.91050884817212,93.6141586303711,Cleared land
18.86243269547765,93.6635971069336,Cleared land
18.861458036213754,93.67149353027344,Cleared land
18.872503842809966,93.65604400634766,Cleared land
18.859833591520385,93.49639892578125,Cleared land
18.84748729779164,93.50120544433594,Cleared land
18.80946800836988,93.52729797363281,Cleared land
18.79094267590633,93.53759765625,Cleared land
18.739255981119097,93.59321594238281,Cleared land
18.78509214737792,93.72745513916016,Cleared land
18.7971180132841,93.724365234375,Cleared land
18.829616053715455,93.72505187988281,Cleared land
18.861458036213754,93.7130355834961,Cleared land
18.872178976533053,93.72058868408203,Cleared land
18.76721427359553,93.73260498046875,Cleared land
18.87542761096609,93.59081268310547,Cleared land
18.87542761096609,93.55648040771484,Cleared land
18.882574385034626,93.62548828125,Cleared land
18.89361879975625,93.61621856689453,Cleared land
18.777941225445048,93.72264862060547,Cleared land
18.822791986211886,93.70033264160156,Cleared land
18.797443024766157,93.69449615478516,Cleared land
18.79386786395132,93.69140625,Cleared land
18.737630356555012,93.74462127685547,Cleared land
18.75713681837621,93.73809814453125,Cleared land
18.766889203793486,93.73672485351562,Cleared land
18.684301204932225,93.72093200683594,Cleared land
18.699261077739994,93.72024536132812,Cleared land
18.729501999072138,93.74427795410156,Cleared land
18.677146016117,93.66840362548828,Cleared land
18.711943412702635,93.62136840820312,Cleared land
18.817267538160497,93.7298583984375,Cleared land
18.802968123941337,93.70719909667969,Cleared land
18.6800731753298,93.71475219726562,Cleared land
18.823766869962903,93.65741729736328,Cleared land
18.836277376096696,93.548583984375,Dry forest
18.83546503385145,93.5511589050293,Dry forest
18.79419288170819,93.56008529663086,Dry forest
18.792892806916186,93.56231689453125,Dry forest
18.791105187686433,93.56626510620117,Dry forest
18.789480062827757,93.55888366699219,Dry forest
18.789155035974076,93.55476379394531,Dry forest
18.78655479856272,93.55733871459961,Dry forest
18.78574221613916,93.5621452331543,Dry forest
18.786717314577007,93.57725143432617,Dry forest
18.786392282391613,93.57931137084961,Dry forest
18.784929629795617,93.57999801635742,Dry forest
18.78785492228646,93.58325958251953,Dry forest
18.780216551708268,93.59939575195312,Dry forest
18.77924141564325,93.5980224609375,Dry forest
18.77761617632803,93.59905242919922,Dry forest
18.8344902179711,93.5482406616211,Dry forest
18.777453651534422,93.62943649291992,Dry forest
18.808655536549523,93.62205505371094,Dry forest
18.806868084732237,93.6203384399414,Dry forest
18.795980468155214,93.61656188964844,Dry forest
18.792892806916186,93.61330032348633,Dry forest
18.769327212033268,93.63578796386719,Dry forest
18.765101308680933,93.63458633422852,Dry forest
18.76347593303914,93.62977981567383,Dry forest
18.77761617632803,93.61690521240234,Dry forest
18.73681753840575,93.63767623901367,Dry forest
18.737467793238075,93.64128112792969,Dry forest
18.730965132278904,93.64282608032227,Dry forest
18.72868914181658,93.6419677734375,Dry forest
18.722511298911364,93.6313247680664,Dry forest
18.730965132278904,93.62874984741211,Dry forest
18.71860938706432,93.63372802734375,Dry forest
18.71698356388583,93.63630294799805,Dry forest
18.713894456784224,93.63733291625977,Dry forest
18.72494994808458,93.63767623901367,Dry forest
18.724462221064407,93.64351272583008,Dry forest
18.725600248588997,93.64797592163086,Dry forest
18.727876280651195,93.65724563598633,Dry forest
18.708854213551543,93.69449615478516,Dry forest
18.734866758889783,93.73775482177734,Scrub
18.751935315628486,93.73123168945312,Scrub
18.749334504133607,93.67681503295898,Scrub
18.695683837078622,93.65570068359375,Scrub
18.694383003553046,93.70050430297852,Scrub
18.759737509619608,93.62565994262695,Scrub
18.74266974177175,93.62085342407227,Scrub
18.752422963321987,93.60145568847656,Scrub
18.76477623480577,93.6031723022461,Scrub
18.792567786649666,93.60746383666992,Scrub
18.787367377066143,93.64883422851562,Scrub
18.79923057670012,93.60523223876953,Scrub
18.769489744662497,93.58566284179688,Scrub
18.777453651534422,93.57810974121094,Scrub
18.76412608517562,93.57210159301758,Scrub
18.81710505164614,93.58497619628906,Scrub
18.826853964535864,93.56025695800781,Scrub
18.800693105071016,93.54394912719727,Scrub
18.8405014924337,93.52352142333984,Scrub
18.84894940630837,93.50944519042969,Scrub
18.829291104403826,93.59922409057617,Scrub
18.788504980384825,93.60282897949219,Scrub
18.856747103260545,93.59939575195312,Scrub
18.842938434293853,93.57278823852539,Scrub
18.8637322323515,93.52420806884766,Scrub
18.806055600355393,93.65312576293945,Scrub
18.781841765942392,93.65381240844727,Scrub
18.75534881989161,93.7078857421875,Scrub
18.75534881989161,93.69535446166992,Scrub
18.73681753840575,93.7324333190918,Scrub
18.715195140335705,93.71767044067383,Scrub
18.734379060490884,93.66857528686523,Scrub
18.73681753840575,93.65467071533203,Scrub
18.755673911934473,93.65638732910156,Scrub
18.740556469504682,93.63218307495117,Scrub
18.752910609606428,93.72110366821289,Scrub
18.790130114653216,93.70393753051758,Scrub
18.744945543866738,93.65089416503906,Scrub
18.708529031412116,93.63321304321289,Scrub
18.726413120701167,93.61639022827148,Scrub
18.727225988903886,93.73706817626953,Scrub
18.747383869213394,93.67218017578125,Scrub
18.745392572816602,93.66434812545776,Mud Volcano
18.745108099985455,93.66464853286743,Mud Volcano
18.749944072923427,93.66297483444214,Mud Volcano
18.749415780099437,93.66164445877075,Mud Volcano
18.750025348595752,93.66269588470459,Mud Volcano
18.745006502429593,93.664391040802,Mud Volcano
18.74972056462277,93.66265296936035,Mud Volcano
18.74986279721198,93.66295337677002,Mud Volcano
18.749314185136033,93.6615800857544,Mud Volcano
18.750065986417223,93.66164445877075,Mud Volcano
18.74502682194566,93.66466999053955,Mud Volcano
18.749923753999244,93.66151571273804,Mud Volcano
18.7498831161435,93.6613655090332,Mud Volcano
18.749740883571416,93.66299629211426,Mud Volcano
18.750370769766473,93.66295337677002,Mud Volcano
18.749659607762123,93.6628246307373,Mud Volcano
18.744904904812596,93.66456270217896,Mud Volcano
18.74561608684769,93.66454124450684,Mud Volcano
18.717146146907094,93.54240417480469,Water
18.75226041424737,93.526611328125,Water
18.726250546591476,93.52523803710938,Water
18.778266273935085,93.51425170898438,Water
18.819867301034165,93.48197937011719,Water
18.776315973590407,93.48403930664062,Water
18.800368099864677,93.50738525390625,Water
18.761362921287123,93.50669860839844,Water
18.693082160033953,93.54927062988281,Water
18.707390889002276,93.5760498046875,Water
18.734704192913256,93.56918334960938,Water
18.73665497430655,93.55064392089844,Water
18.687228240544066,93.57536315917969,Water
18.70413901136172,93.60969543457031,Water
18.683325515157076,93.5980224609375,Water
18.66836423519145,93.60076904296875,Water
18.658606167443605,93.63510131835938,Water
18.663810540098705,93.64883422851562,Water
18.674218806351828,93.62480163574219,Water
18.652751057394838,93.62342834472656,Water
18.673568308428447,93.74015808105469,Water
18.6859273420712,93.7628173828125,Water
18.716495813884176,93.77311706542969,Water
18.707390889002276,93.76075744628906,Water
18.75096001601442,93.77243041992188,Water
18.792567786649666,93.76968383789062,Water
18.779566461625276,93.76144409179688,Water
18.779566461625276,93.77861022949219,Water
18.821817096806576,93.779296875,Water
18.849761683314,93.76007080078125,Water
18.829616053715455,93.76144409179688,Water
18.85366055821388,93.779296875,Water
18.884198609350264,93.76556396484375,Water
18.90888487914695,93.73878479003906,Water
18.911483222018383,93.69895935058594,Water
18.905636893795496,93.69964599609375,Water
18.893943624455513,93.68728637695312,Water
18.923175265301367,93.64883422851562,Water
18.916679786648565,93.65226745605469,Water
18.922525728794707,93.66737365722656,Water
18.90043998607116,93.66462707519531,Water
18.934216999619824,93.60214233398438,Water
18.924474330741365,93.58909606933594,Water
18.94785578129413,93.58291625976562,Water
18.93746442964186,93.55133056640625,Water
18.916030224901863,93.56369018554688,Water
18.918628456746315,93.54377746582031,Water
18.92837146646969,93.53073120117188,Water
18.91083364008497,93.53073120117188,Water
18.912132801428715,93.51493835449219,Water
18.923175265301367,93.4991455078125,Water
18.904987289157642,93.48953247070312,Water
18.88679733549496,93.47511291503906,Water
18.871854109626494,93.46481323242188,Water
