lat,lng,label
-17.71549494961876,140.1313877105713,Mangrove
-17.71353268614979,140.13782501220703,Mangrove
-17.71238802254673,140.14331817626953,Mangrove
-17.71091630146804,140.15130043029785,Mangrove
-17.70903575141016,140.16443252563477,Mangrove
-17.707400474469413,140.17301559448242,Mangrove
-17.7052745921684,140.18674850463867,Mangrove
-17.718847100048993,140.11250495910645,Mangrove
-17.71852006374084,140.12057304382324,Mangrove
-17.707972823093815,140.16812324523926,Mangrove
-17.7108345388319,140.1555061340332,Mangrove
-17.71165216351651,140.1452922821045,Mangrove
-17.718847100048993,140.11645317077637,Mangrove
-17.71950117087603,140.11070251464844,Mangrove
-17.7066645949843,140.1792812347412,Mangrove
-17.703639280955233,140.19129753112793,Mangrove
-17.70306691851066,140.194730758667,Mangrove
-17.708790460819085,140.16674995422363,Mangrove
-17.709935147375216,140.1628017425537,Mangrove
-17.71157040121573,140.1573085784912,Mangrove
-17.717293672273716,140.12795448303223,Mangrove
-17.716312553061822,140.13190269470215,Mangrove
-17.714350298537262,140.13507843017578,Mangrove
-17.716476073303188,140.13413429260254,Mangrove
-17.719337653392916,140.1144790649414,Mangrove
-17.719255894595452,140.1203155517578,Mangrove
-17.719174135760714,140.11791229248047,Mangrove
-17.71140687650238,140.16057014465332,Mangrove
-17.713042116928563,140.16039848327637,Mangrove
-17.7108345388319,140.16220092773438,Mangrove
-17.708054587033992,140.17550468444824,Mangrove
-17.708218114802587,140.17816543579102,Mangrove
-17.705111061717567,140.18820762634277,Mangrove
-17.704375172844994,140.19224166870117,Mangrove
-17.703721046869745,140.19593238830566,Mangrove
-17.704784000368925,140.19078254699707,Mangrove
-17.706909888481295,140.18451690673828,Mangrove
-17.707891059116385,140.18108367919922,Mangrove
-17.70829987863099,140.1698398590088,Mangrove
-17.71091630146804,140.14906883239746,Mangrove
-17.72846374481029,140.1323103904724,Mangrove
-17.728729447118308,140.13244450092316,Mangrove
-17.72909223232587,140.132594704628,Mangrove
-17.729863787156482,140.12920439243317,Mangrove
-17.72896449113936,140.12757897377014,Mangrove
-17.729230192705014,140.12675285339355,Mangrove
-17.73006817198555,140.12633442878723,Mangrove
-17.73325654513588,140.13017535209656,Mangrove
-17.734319323578394,140.13365149497986,Mangrove
-17.7273191765188,140.13461709022522,Mangrove
-17.723568620279565,140.12552976608276,Mangrove
-17.713716649261887,140.14355421066284,Mangrove
-17.72256709607485,140.16033411026,Mangrove
-17.719092376888696,140.1598834991455,Mangrove
-17.71760027092674,140.15956163406372,Mangrove
-17.728821420902403,140.11070251464844,Other
-17.73139666769264,140.11061668395996,Other
-17.734666769009518,140.1107883453369,Other
-17.73666967659152,140.11271953582764,Other
-17.737855060326034,140.1110029220581,Other
-17.741942530279374,140.1199722290039,Other
-17.739898806963332,140.12091636657715,Other
-17.742392146278974,140.12181758880615,Other
-17.74247389452123,140.1366662979126,Other
-17.72506067657515,140.14713764190674,Other
-17.723629937906257,140.14379024505615,Other
-17.72698193625314,140.14657974243164,Other
-17.732214198617008,140.14735221862793,Other
-17.739408309897197,140.14550685882568,Other
-17.742392146278974,140.14331817626953,Other
-17.742841761149663,140.1408290863037,Other
-17.74329137489145,140.14168739318848,Other
-17.745416806387777,140.15602111816406,Other
-17.739530934289657,140.15469074249268,Other
-17.74235127214383,140.1594114303589,Other
-17.744967197983,140.16387462615967,Other
-17.741452038810547,140.16743659973145,Other
-17.735239030603648,140.16713619232178,Other
-17.736220046226467,140.1758050918579,Other
-17.7407980480957,140.1758050918579,Other
-17.744149725263586,140.1723289489746,Other
-17.744926324435664,140.18365859985352,Other
-17.742841761149663,140.19245624542236,Other
-17.73895868640654,140.19309997558594,Other
-17.740103180344427,140.19116878509521,Other
-17.731028777559807,140.17979621887207,Other
-17.732214198617008,140.17640590667725,Other
-17.73213244569241,140.17391681671143,Other
-17.734462389425744,140.17370223999023,Other
-17.735606912091743,140.1723289489746,Other
-17.737119305828017,140.1716423034668,Other
-17.73957180906848,140.17850875854492,Other
-17.746479512674448,140.16717910766602,Other
-17.74615252679656,140.16185760498047,Other
-17.74688824418197,140.1473093032837,Other
-17.74684737107322,140.14121532440186,Other
-17.746643005389448,140.1364517211914,Other
-17.7472561017409,140.11945724487305,Other
-17.74271913902416,140.1128053665161,Other
-17.74558030007323,140.11340618133545,Other
-17.745294186025717,140.1168394088745,Other
-17.731968939731328,140.1124620437622,Other
-17.74807356027667,140.11220455169678,Other
-17.7483187971095,140.11499404907227,Other
-17.743536618274785,140.1144790649414,Other
-17.745253312553032,140.1216459274292,Other
-17.74746046672478,140.12121677398682,Other
-17.744435841139918,140.13821125030518,Other
-17.70502929643629,140.11327743530273,Other
-17.707482238670387,140.1189422607422,Other
-17.711161589152873,140.1162815093994,Other
-17.712960355261245,140.1126766204834,Other
-17.712960355261245,140.12083053588867,Other
-17.71091630146804,140.1269245147705,Other
-17.705601652623045,140.132417678833,Other
-17.70650106580003,140.13876914978027,Other
-17.708953987917052,140.1346492767334,Other
-17.706255771744246,140.12761116027832,Other
-17.70429340722846,140.1459789276123,Other
-17.702821619761426,140.1519012451172,Other
-17.706174006984476,140.15301704406738,Other
-17.70208572150244,140.1573944091797,Other
-17.705601652623045,140.15979766845703,Other
-17.702412787767773,140.16640663146973,Other
-17.70208572150244,140.17576217651367,Other
-17.701349820226614,140.1852035522461,Other
-17.70126805323197,140.16263008117676,Other
-17.70462046947111,140.1646900177002,Other
-17.707155181642996,140.1225471496582,Other
-17.704048110155362,140.12263298034668,Other
-17.70707341729302,140.11293411254883,Other
